emoji,name,group,sub_group,codepoints
🦵🏼,leg: medium-light skin tone,People & Body,body-parts,1F9B5 1F3FC
🦵🏽,leg: medium skin tone,People & Body,body-parts,1F9B5 1F3FD
🦵🏾,leg: medium-dark skin tone,People & Body,body-parts,1F9B5 1F3FE
🦵🏿,leg: dark skin tone,People & Body,body-parts,1F9B5 1F3FF
🦶,foot,People & Body,body-parts,1F9B6
🦶🏻,foot: light skin tone,People & Body,body-parts,1F9B6 1F3FB
🦶🏼,foot: medium-light skin tone,People & Body,body-parts,1F9B6 1F3FC
🦶🏽,foot: medium skin tone,People & Body,body-parts,1F9B6 1F3FD
🦶🏾,foot: medium-dark skin tone,People & Body,body-parts,1F9B6 1F3FE
🦶🏿,foot: dark skin tone,People & Body,body-parts,1F9B6 1F3FF
👂,ear,People & Body,body-parts,1F442
👂🏻,ear: light skin tone,People & Body,body-parts,1F442 1F3FB
👂🏼,ear: medium-light skin tone,People & Body,body-parts,1F442 1F3FC
👂🏽,ear: medium skin tone,People & Body,body-parts,1F442 1F3FD
👂🏾,ear: medium-dark skin tone,People & Body,body-parts,1F442 1F3FE
👂🏿,ear: dark skin tone,People & Body,body-parts,1F442 1F3FF
🦻,ear with hearing aid,People & Body,body-parts,1F9BB
🦻🏻,ear with hearing aid: light skin tone,People & Body,body-parts,1F9BB 1F3FB
🦻🏼,ear with hearing aid: medium-light skin tone,People & Body,body-parts,1F9BB 1F3FC
🦻🏽,ear with hearing aid: medium skin tone,People & Body,body-parts,1F9BB 1F3FD
🦻🏾,ear with hearing aid: medium-dark skin tone,People & Body,body-parts,1F9BB 1F3FE
🦻🏿,ear with hearing aid: dark skin tone,People & Body,body-parts,1F9BB 1F3FF
👃,nose,People & Body,body-parts,1F443
👃🏻,nose: light skin tone,People & Body,body-parts,1F443 1F3FB
👃🏼,nose: medium-light skin tone,People & Body,body-parts,1F443 1F3FC
👃🏽,nose: medium skin tone,People & Body,body-parts,1F443 1F3FD
👃🏾,nose: medium-dark skin tone,People & Body,body-parts,1F443 1F3FE
👃🏿,nose: dark skin tone,People & Body,body-parts,1F443 1F3FF
🧠,brain,People & Body,body-parts,1F9E0
🫀,anatomical heart,People & Body,body-parts,1FAC0
🫁,lungs,People & Body,body-parts,1FAC1
🦷,tooth,People & Body,body-parts,1F9B7
🦴,bone,People & Body,body-parts,1F9B4
👀,eyes,People & Body,body-parts,1F440
👁️,eye,People & Body,body-parts,1F441 FE0F
👁,eye,People & Body,body-parts,1F441
👅,tongue,People & Body,body-parts,1F445
👄,mouth,People & Body,body-parts,1F444
👶,baby,People & Body,person,1F476
👶🏻,baby: light skin tone,People & Body,person,1F476 1F3FB
👶🏼,baby: medium-light skin tone,People & Body,person,1F476 1F3FC
👶🏽,baby: medium skin tone,People & Body,person,1F476 1F3FD
👶🏾,baby: medium-dark skin tone,People & Body,person,1F476 1F3FE
👶🏿,baby: dark skin tone,People & Body,person,1F476 1F3FF
🧒,child,People & Body,person,1F9D2
🧒🏻,child: light skin tone,People & Body,person,1F9D2 1F3FB
🧒🏼,child: medium-light skin tone,People & Body,person,1F9D2 1F3FC
🧒🏽,child: medium skin tone,People & Body,person,1F9D2 1F3FD
🧒🏾,child: medium-dark skin tone,People & Body,person,1F9D2 1F3FE
🧒🏿,child: dark skin tone,People & Body,person,1F9D2 1F3FF
👦,boy,People & Body,person,1F466
👦🏻,boy: light skin tone,People & Body,person,1F466 1F3FB
👦🏼,boy: medium-light skin tone,People & Body,person,1F466 1F3FC
👦🏽,boy: medium skin tone,People & Body,person,1F466 1F3FD
👦🏾,boy: medium-dark skin tone,People & Body,person,1F466 1F3FE
👦🏿,boy: dark skin tone,People & Body,person,1F466 1F3FF
👧,girl,People & Body,person,1F467
👧🏻,girl: light skin tone,People & Body,person,1F467 1F3FB
👧🏼,girl: medium-light skin tone,People & Body,person,1F467 1F3FC
👧🏽,girl: medium skin tone,People & Body,person,1F467 1F3FD
👧🏾,girl: medium-dark skin tone,People & Body,person,1F467 1F3FE
👧🏿,girl: dark skin tone,People & Body,person,1F467 1F3FF
🧑,person,People & Body,person,1F9D1
🧑🏻,person: light skin tone,People & Body,person,1F9D1 1F3FB
🧑🏼,person: medium-light skin tone,People & Body,person,1F9D1 1F3FC
🧑🏽,person: medium skin tone,People & Body,person,1F9D1 1F3FD
🧑🏾,person: medium-dark skin tone,People & Body,person,1F9D1 1F3FE
🧑🏿,person: dark skin tone,People & Body,person,1F9D1 1F3FF
👱,person: blond hair,People & Body,person,1F471
👱🏻,"person: light skin tone, blond hair",People & Body,person,1F471 1F3FB
👱🏼,"person: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC
👱🏽,"person: medium skin tone, blond hair",People & Body,person,1F471 1F3FD
👱🏾,"person: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE
👱🏿,"person: dark skin tone, blond hair",People & Body,person,1F471 1F3FF
👨,man,People & Body,person,1F468
👨🏻,man: light skin tone,People & Body,person,1F468 1F3FB
👨🏼,man: medium-light skin tone,People & Body,person,1F468 1F3FC
👨🏽,man: medium skin tone,People & Body,person,1F468 1F3FD
👨🏾,man: medium-dark skin tone,People & Body,person,1F468 1F3FE
👨🏿,man: dark skin tone,People & Body,person,1F468 1F3FF
🧔,person: beard,People & Body,person,1F9D4
🧔🏻,"person: light skin tone, beard",People & Body,person,1F9D4 1F3FB
🧔🏼,"person: medium-light skin tone, beard",People & Body,person,1F9D4 1F3FC
🧔🏽,"person: medium skin tone, beard",People & Body,person,1F9D4 1F3FD
🧔🏾,"person: medium-dark skin tone, beard",People & Body,person,1F9D4 1F3FE
🧔🏿,"person: dark skin tone, beard",People & Body,person,1F9D4 1F3FF
🧔‍♂️,man: beard,People & Body,person,1F9D4 200D 2642 FE0F
🧔‍♂,man: beard,People & Body,person,1F9D4 200D 2642
🧔🏻‍♂️,"man: light skin tone, beard",People & Body,person,1F9D4 1F3FB 200D 2642 FE0F
🧔🏻‍♂,"man: light skin tone, beard",People & Body,person,1F9D4 1F3FB 200D 2642
🧔🏼‍♂️,"man: medium-light skin tone, beard",People & Body,person,1F9D4 1F3FC 200D 2642 FE0F
🧔🏼‍♂,"man: medium-light skin tone, beard",People & Body,person,1F9D4 1F3FC 200D 2642
🧔🏽‍♂️,"man: medium skin tone, beard",People & Body,person,1F9D4 1F3FD 200D 2642 FE0F
🧔🏽‍♂,"man: medium skin tone, beard",People & Body,person,1F9D4 1F3FD 200D 2642
🧔🏾‍♂️,"man: medium-dark skin tone, beard",People & Body,person,1F9D4 1F3FE 200D 2642 FE0F
🧔🏾‍♂,"man: medium-dark skin tone, beard",People & Body,person,1F9D4 1F3FE 200D 2642
🧔🏿‍♂️,"man: dark skin tone, beard",People & Body,person,1F9D4 1F3FF 200D 2642 FE0F
🧔🏿‍♂,"man: dark skin tone, beard",People & Body,person,1F9D4 1F3FF 200D 2642
🧔‍♀️,woman: beard,People & Body,person,1F9D4 200D 2640 FE0F
🧔‍♀,woman: beard,People & Body,person,1F9D4 200D 2640
🧔🏻‍♀️,"woman: light skin tone, beard",People & Body,person,1F9D4 1F3FB 200D 2640 FE0F
🧔🏻‍♀,"woman: light skin tone, beard",People & Body,person,1F9D4 1F3FB 200D 2640
🧔🏼‍♀️,"woman: medium-light skin tone, beard",People & Body,person,1F9D4 1F3FC 200D 2640 FE0F
🧔🏼‍♀,"woman: medium-light skin tone, beard",People & Body,person,1F9D4 1F3FC 200D 2640
🧔🏽‍♀️,"woman: medium skin tone, beard",People & Body,person,1F9D4 1F3FD 200D 2640 FE0F
🧔🏽‍♀,"woman: medium skin tone, beard",People & Body,person,1F9D4 1F3FD 200D 2640
🧔🏾‍♀️,"woman: medium-dark skin tone, beard",People & Body,person,1F9D4 1F3FE 200D 2640 FE0F
🧔🏾‍♀,"woman: medium-dark skin tone, beard",People & Body,person,1F9D4 1F3FE 200D 2640
🧔🏿‍♀️,"woman: dark skin tone, beard",People & Body,person,1F9D4 1F3FF 200D 2640 FE0F
🧔🏿‍♀,"woman: dark skin tone, beard",People & Body,person,1F9D4 1F3FF 200D 2640
👨‍🦰,man: red hair,People & Body,person,1F468 200D 1F9B0
👨🏻‍🦰,"man: light skin tone, red hair",People & Body,person,1F468 1F3FB 200D 1F9B0
👨🏼‍🦰,"man: medium-light skin tone, red hair",People & Body,person,1F468 1F3FC 200D 1F9B0
👨🏽‍🦰,"man: medium skin tone, red hair",People & Body,person,1F468 1F3FD 200D 1F9B0
👨🏾‍🦰,"man: medium-dark skin tone, red hair",People & Body,person,1F468 1F3FE 200D 1F9B0
👨🏿‍🦰,"man: dark skin tone, red hair",People & Body,person,1F468 1F3FF 200D 1F9B0
👨‍🦱,man: curly hair,People & Body,person,1F468 200D 1F9B1
👨🏻‍🦱,"man: light skin tone, curly hair",People & Body,person,1F468 1F3FB 200D 1F9B1
👨🏼‍🦱,"man: medium-light skin tone, curly hair",People & Body,person,1F468 1F3FC 200D 1F9B1
👨🏽‍🦱,"man: medium skin tone, curly hair",People & Body,person,1F468 1F3FD 200D 1F9B1
👨🏾‍🦱,"man: medium-dark skin tone, curly hair",People & Body,person,1F468 1F3FE 200D 1F9B1
👨🏿‍🦱,"man: dark skin tone, curly hair",People & Body,person,1F468 1F3FF 200D 1F9B1
👨‍🦳,man: white hair,People & Body,person,1F468 200D 1F9B3
👨🏻‍🦳,"man: light skin tone, white hair",People & Body,person,1F468 1F3FB 200D 1F9B3
👨🏼‍🦳,"man: medium-light skin tone, white hair",People & Body,person,1F468 1F3FC 200D 1F9B3
👨🏽‍🦳,"man: medium skin tone, white hair",People & Body,person,1F468 1F3FD 200D 1F9B3
👨🏾‍🦳,"man: medium-dark skin tone, white hair",People & Body,person,1F468 1F3FE 200D 1F9B3
👨🏿‍🦳,"man: dark skin tone, white hair",People & Body,person,1F468 1F3FF 200D 1F9B3
👨‍🦲,man: bald,People & Body,person,1F468 200D 1F9B2
👨🏻‍🦲,"man: light skin tone, bald",People & Body,person,1F468 1F3FB 200D 1F9B2
👨🏼‍🦲,"man: medium-light skin tone, bald",People & Body,person,1F468 1F3FC 200D 1F9B2
👨🏽‍🦲,"man: medium skin tone, bald",People & Body,person,1F468 1F3FD 200D 1F9B2
👨🏾‍🦲,"man: medium-dark skin tone, bald",People & Body,person,1F468 1F3FE 200D 1F9B2
👨🏿‍🦲,"man: dark skin tone, bald",People & Body,person,1F468 1F3FF 200D 1F9B2
👩,woman,People & Body,person,1F469
👩🏻,woman: light skin tone,People & Body,person,1F469 1F3FB
👩🏼,woman: medium-light skin tone,People & Body,person,1F469 1F3FC
👩🏽,woman: medium skin tone,People & Body,person,1F469 1F3FD
👩🏾,woman: medium-dark skin tone,People & Body,person,1F469 1F3FE
👩🏿,woman: dark skin tone,People & Body,person,1F469 1F3FF
👩‍🦰,woman: red hair,People & Body,person,1F469 200D 1F9B0
👩🏻‍🦰,"woman: light skin tone, red hair",People & Body,person,1F469 1F3FB 200D 1F9B0
👩🏼‍🦰,"woman: medium-light skin tone, red hair",People & Body,person,1F469 1F3FC 200D 1F9B0
👩🏽‍🦰,"woman: medium skin tone, red hair",People & Body,person,1F469 1F3FD 200D 1F9B0
👩🏾‍🦰,"woman: medium-dark skin tone, red hair",People & Body,person,1F469 1F3FE 200D 1F9B0
👩🏿‍🦰,"woman: dark skin tone, red hair",People & Body,person,1F469 1F3FF 200D 1F9B0
🧑‍🦰,person: red hair,People & Body,person,1F9D1 200D 1F9B0
🧑🏻‍🦰,"person: light skin tone, red hair",People & Body,person,1F9D1 1F3FB 200D 1F9B0
🧑🏼‍🦰,"person: medium-light skin tone, red hair",People & Body,person,1F9D1 1F3FC 200D 1F9B0
🧑🏽‍🦰,"person: medium skin tone, red hair",People & Body,person,1F9D1 1F3FD 200D 1F9B0
🧑🏾‍🦰,"person: medium-dark skin tone, red hair",People & Body,person,1F9D1 1F3FE 200D 1F9B0
🧑🏿‍🦰,"person: dark skin tone, red hair",People & Body,person,1F9D1 1F3FF 200D 1F9B0
👩‍🦱,woman: curly hair,People & Body,person,1F469 200D 1F9B1
👩🏻‍🦱,"woman: light skin tone, curly hair",People & Body,person,1F469 1F3FB 200D 1F9B1
👩🏼‍🦱,"woman: medium-light skin tone, curly hair",People & Body,person,1F469 1F3FC 200D 1F9B1
👩🏽‍🦱,"woman: medium skin tone, curly hair",People & Body,person,1F469 1F3FD 200D 1F9B1
👩🏾‍🦱,"woman: medium-dark skin tone, curly hair",People & Body,person,1F469 1F3FE 200D 1F9B1
👩🏿‍🦱,"woman: dark skin tone, curly hair",People & Body,person,1F469 1F3FF 200D 1F9B1
🧑‍🦱,person: curly hair,People & Body,person,1F9D1 200D 1F9B1
🧑🏻‍🦱,"person: light skin tone, curly hair",People & Body,person,1F9D1 1F3FB 200D 1F9B1
🧑🏼‍🦱,"person: medium-light skin tone, curly hair",People & Body,person,1F9D1 1F3FC 200D 1F9B1
🧑🏽‍🦱,"person: medium skin tone, curly hair",People & Body,person,1F9D1 1F3FD 200D 1F9B1
🧑🏾‍🦱,"person: medium-dark skin tone, curly hair",People & Body,person,1F9D1 1F3FE 200D 1F9B1
🧑🏿‍🦱,"person: dark skin tone, curly hair",People & Body,person,1F9D1 1F3FF 200D 1F9B1
👩‍🦳,woman: white hair,People & Body,person,1F469 200D 1F9B3
👩🏻‍🦳,"woman: light skin tone, white hair",People & Body,person,1F469 1F3FB 200D 1F9B3
👩🏼‍🦳,"woman: medium-light skin tone, white hair",People & Body,person,1F469 1F3FC 200D 1F9B3
👩🏽‍🦳,"woman: medium skin tone, white hair",People & Body,person,1F469 1F3FD 200D 1F9B3
👩🏾‍🦳,"woman: medium-dark skin tone, white hair",People & Body,person,1F469 1F3FE 200D 1F9B3
👩🏿‍🦳,"woman: dark skin tone, white hair",People & Body,person,1F469 1F3FF 200D 1F9B3
🧑‍🦳,person: white hair,People & Body,person,1F9D1 200D 1F9B3
🧑🏻‍🦳,"person: light skin tone, white hair",People & Body,person,1F9D1 1F3FB 200D 1F9B3
🧑🏼‍🦳,"person: medium-light skin tone, white hair",People & Body,person,1F9D1 1F3FC 200D 1F9B3
🧑🏽‍🦳,"person: medium skin tone, white hair",People & Body,person,1F9D1 1F3FD 200D 1F9B3
🧑🏾‍🦳,"person: medium-dark skin tone, white hair",People & Body,person,1F9D1 1F3FE 200D 1F9B3
🧑🏿‍🦳,"person: dark skin tone, white hair",People & Body,person,1F9D1 1F3FF 200D 1F9B3
👩‍🦲,woman: bald,People & Body,person,1F469 200D 1F9B2
👩🏻‍🦲,"woman: light skin tone, bald",People & Body,person,1F469 1F3FB 200D 1F9B2
👩🏼‍🦲,"woman: medium-light skin tone, bald",People & Body,person,1F469 1F3FC 200D 1F9B2
👩🏽‍🦲,"woman: medium skin tone, bald",People & Body,person,1F469 1F3FD 200D 1F9B2
👩🏾‍🦲,"woman: medium-dark skin tone, bald",People & Body,person,1F469 1F3FE 200D 1F9B2
👩🏿‍🦲,"woman: dark skin tone, bald",People & Body,person,1F469 1F3FF 200D 1F9B2
🧑‍🦲,person: bald,People & Body,person,1F9D1 200D 1F9B2
🧑🏻‍🦲,"person: light skin tone, bald",People & Body,person,1F9D1 1F3FB 200D 1F9B2
🧑🏼‍🦲,"person: medium-light skin tone, bald",People & Body,person,1F9D1 1F3FC 200D 1F9B2
🧑🏽‍🦲,"person: medium skin tone, bald",People & Body,person,1F9D1 1F3FD 200D 1F9B2
🧑🏾‍🦲,"person: medium-dark skin tone, bald",People & Body,person,1F9D1 1F3FE 200D 1F9B2
🧑🏿‍🦲,"person: dark skin tone, bald",People & Body,person,1F9D1 1F3FF 200D 1F9B2
👱‍♀️,woman: blond hair,People & Body,person,1F471 200D 2640 FE0F
👱‍♀,woman: blond hair,People & Body,person,1F471 200D 2640
👱🏻‍♀️,"woman: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2640 FE0F
👱🏻‍♀,"woman: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2640
👱🏼‍♀️,"woman: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2640 FE0F
👱🏼‍♀,"woman: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2640
👱🏽‍♀️,"woman: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2640 FE0F
👱🏽‍♀,"woman: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2640
👱🏾‍♀️,"woman: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2640 FE0F
👱🏾‍♀,"woman: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2640
👱🏿‍♀️,"woman: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2640 FE0F
👱🏿‍♀,"woman: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2640
👱‍♂️,man: blond hair,People & Body,person,1F471 200D 2642 FE0F
👱‍♂,man: blond hair,People & Body,person,1F471 200D 2642
👱🏻‍♂️,"man: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2642 FE0F
👱🏻‍♂,"man: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2642
👱🏼‍♂️,"man: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2642 FE0F
👱🏼‍♂,"man: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2642
👱🏽‍♂️,"man: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2642 FE0F
👱🏽‍♂,"man: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2642
👱🏾‍♂️,"man: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2642 FE0F
👱🏾‍♂,"man: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2642
👱🏿‍♂️,"man: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2642 FE0F
👱🏿‍♂,"man: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2642
🧓,older person,People & Body,person,1F9D3
🧓🏻,older person: light skin tone,People & Body,person,1F9D3 1F3FB
🧓🏼,older person: medium-light skin tone,People & Body,person,1F9D3 1F3FC
🧓🏽,older person: medium skin tone,People & Body,person,1F9D3 1F3FD
🧓🏾,older person: medium-dark skin tone,People & Body,person,1F9D3 1F3FE
🧓🏿,older person: dark skin tone,People & Body,person,1F9D3 1F3FF
👴,old man,People & Body,person,1F474
👴🏻,old man: light skin tone,People & Body,person,1F474 1F3FB
👴🏼,old man: medium-light skin tone,People & Body,person,1F474 1F3FC
👴🏽,old man: medium skin tone,People & Body,person,1F474 1F3FD
