Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude
1651,CYS Investments,0.3,0.4,21.1,2.1,USA,North America,37.09024,-95.712891
1654,Tate & Lyle,4.9,0.5,4.6,5.8,UK,Europe,55.378051,-3.435973
1654,Salesforce.com,3,-0.3,5.5,25.8,USA,North America,37.09024,-95.712891
1656,Corporation Bank,2.9,0.3,32.1,1.1,India,Asia,20.593684,78.96288
1656,Tech Data,25.4,0.2,6.8,1.9,USA,North America,37.09024,-95.712891
1658,Imperial Holdings,9.9,0.4,5.5,4.2,South Africa,Africa,-30.559482,22.937506
1659,Tiffany & Co,3.8,0.4,4.6,8.8,USA,North America,37.09024,-95.712891
1660,Piraeus Bank,3.9,-8.6,62.5,0.3,Greece,Europe,39.074208,21.824312
1660,Korea Zinc,4.9,0.5,4.6,5.7,South Korea,Asia,35.907757,127.766922
1662,Blom Bank,1.6,0.3,25,1.7,Lebanon,Asia,33.854721,35.862285
1662,Manpower,20.7,0.2,7,4.5,USA,North America,37.09024,-95.712891
1664,Aggreko,2.6,0.4,3.4,8,UK,Europe,55.378051,-3.435973
1665,JB Hunt Transport,5.1,0.3,2.5,8.7,USA,North America,37.09024,-95.712891
1666,Metropolitan Bank & Trust,1.5,0.3,21.7,6,Philippines,Asia,12.879721,121.774017
1667,Airgas,4.9,0.3,5.5,7.9,USA,North America,37.09024,-95.712891
1668,Aareal Bank,1.5,0.1,60.3,1.4,Germany,Europe,51.165691,10.451526
1669,Senshu Ikeda Holdings,1.4,0,60.3,1.3,Japan,Asia,36.204824,138.252924
1669,Timken,5,0.5,4.2,5.5,USA,North America,37.09024,-95.712891
1671,FirstGroup,10.7,0.3,8.4,1.5,UK,Europe,55.378051,-3.435973
1672,Japan Securities,0.2,0,59.9,0.7,Japan,Asia,36.204824,138.252924
1673,Pepco Holdings,5.1,0.3,15.8,4.8,USA,North America,37.09024,-95.712891
1674,Hero MotoCorp,4.6,0.5,1.9,6.2,India,Asia,20.593684,78.96288
1676,Nanto Bank,1,0,58.2,1.3,Japan,Asia,36.204824,138.252924
1677,Maxim Integrated Products,2.4,0.4,3.7,9.6,USA,North America,37.09024,-95.712891
1678,Bank Muscat,1.1,0.4,20.5,3.3,Oman,Asia,21.512583,55.923255
1679,Alexion Pharmaceuticals,1.1,0.3,2.6,18.2,USA,North America,37.09024,-95.712891
1680,Gemdale,3.8,0.5,14.3,4.3,China,Asia,35.86166,104.195397
1680,Balfour Beauty,15.4,0.1,9.2,2.9,UK,Europe,55.378051,-3.435973
1682,Daishi Bank,0.9,0.1,56.8,1.4,Japan,Asia,36.204824,138.252924
1683,STX Offshore,10,0.1,12.1,0.5,South Korea,Asia,35.907757,127.766922
1683,Thomas Cook Group,15.3,-0.9,9.2,1.6,UK,Europe,55.378051,-3.435973
1685,Macerich,0.9,0.3,9.3,8.6,USA,North America,37.09024,-95.712891
1685,Varian Medical Systems,2.9,0.4,2.9,8,USA,North America,37.09024,-95.712891
1687,Mashreq Bank,1.5,0.4,20.8,2.2,United Arab Emirates,Asia,23.424076,53.847818
1688,Hellenic Petroleum,13.8,0.1,62.5,0.3,Greece,Europe,39.074208,21.824312
1689,Shiga Bank,1.1,0.1,54.9,1.6,Japan,Asia,36.204824,138.252924
1690,Hyakugo Bank,1,0.1,54.8,1.2,Japan,Asia,36.204824,138.252924
1691,Permanent TSB Group,1.7,-1.3,53.9,1.7,Ireland,Europe,53.41291,-8.24389
1692,Israel Discount Bank,2.9,0.2,53.8,1.9,Israel,Asia,31.046051,34.851612
1692,Verisk Analytics,1.5,0.3,2.4,11,USA,North America,37.09024,-95.712891
1694,Dubai Islamic Bank,1.3,0.3,26,2.2,United Arab Emirates,Asia,23.424076,53.847818
1695,Lawson,5.9,0.3,6.4,7.1,Japan,Asia,36.204824,138.252924
1697,FMC,3.7,0.4,4.4,8.3,USA,North America,37.09024,-95.712891
1699,Ogaki Kyoritsu Bank,1,0.1,52.7,1.3,Japan,Asia,36.204824,138.252924
1700,Linear Technology,1.3,0.4,1.9,8.8,USA,North America,37.09024,-95.712891
1701,Abu Dhabi Islamic Bank,1,0.3,23.3,2.4,United Arab Emirates,Asia,23.424076,53.847818
1702,Windstream,6.2,0.2,14,5.2,USA,North America,37.09024,-95.712891
1703,Orient,2.6,0,52,1.9,Japan,Asia,36.204824,138.252924
1704,ITV,3.6,0.4,4.4,7.8,UK,Europe,55.378051,-3.435973
1705,Randgold Resources,1.3,0.4,3.1,7.7,Channel Islands,Europe,49.433333,-2.316667
1705,Toho Bank,0.7,0.1,51.4,0.8,Japan,Asia,36.204824,138.252924
1705,Ezdan Holding Group,0.2,0.1,10.7,11.7,Qatar,Asia,25.354826,51.183884
1708,Central Bank of India,4,0.1,45.2,1,India,Asia,20.593684,78.96288
1709,OPAP,5.2,0.7,2.3,2.8,Greece,Europe,39.074208,21.824312
1710,Vopak,1.7,0.4,6.6,7.9,The Netherlands,Europe,52.132633,5.291266
1711,San-In Godo Bank,1.1,0.1,50.1,1.4,Japan,Asia,36.204824,138.252924
1711,Aspen Pharmacare Holdings,1.9,0.4,3.8,9.7,South Africa,Africa,-30.559482,22.937506
1713,Higo Bank,0.9,0.1,49.9,1.4,Japan,Asia,36.204824,138.252924
1714,Shanghai Industrial,2.5,0.4,14.9,3.3,Hong Kong,Asia,22.396428,114.109497
1716,RMB Holdings,0.6,0.6,3.3,6.1,South Africa,Africa,-30.559482,22.937506
1717,JC Penney,13,-1,9.8,3.4,USA,North America,37.09024,-95.712891
1718,PBF Energy,20.1,0,4.3,3.8,USA,North America,37.09024,-95.712891
1719,Hyakujushi Bank,0.9,0.1,48.7,1.2,Japan,Asia,36.204824,138.252924
1720,Grasim Industries,4.9,0.5,7.2,5,India,Asia,20.593684,78.96288
1721,Bolsas & Mercados,0.4,0.2,48.2,2.2,Spain,Europe,40.463667,-3.74922
1722,Nabors Industries,6.8,0.2,12.7,5,Bermuda,North America,32.321384,-64.75737
1723,E-Trade Financial,2.2,-0.1,47.4,3.1,USA,North America,37.09024,-95.712891
1724,Eutelsat Communications,1.5,0.4,6.3,8,France,Europe,46.227638,2.213749
1725,LIG Insurance,8,0.2,13.9,1.1,South Korea,Asia,35.907757,127.766922
1726,Hanwa,18.9,0.1,7.1,0.8,Japan,Asia,36.204824,138.252924
1726,Carphone Warehouse,0,1.2,1.2,1.4,UK,Europe,55.378051,-3.435973
1728,DIA,13.4,0.2,4.4,4.9,Spain,Europe,40.463667,-3.74922
1729,Syndicate Bank,3.2,0.3,35.8,1.3,India,Asia,20.593684,78.96288
1730,Kiyo Holdings,1,0.1,46.6,1.2,Japan,Asia,36.204824,138.252924
1731,Juniper Networks,4.4,0.2,9.8,10.4,USA,North America,37.09024,-95.712891
1732,Musashino Bank,0.9,0.1,46.1,1.3,Japan,Asia,36.204824,138.252924
1732,Masco,7.7,-0.1,6.9,7.1,USA,North America,37.09024,-95.712891
1734,China Gezhouba,8.3,0.2,12.3,2.9,China,Asia,35.86166,104.195397
1734,Keiyo Bank,0.9,0.1,45.8,1.6,Japan,Asia,36.204824,138.252924
1736,LinkedIn,1,0,1.4,19.1,USA,North America,37.09024,-95.712891
1737,Jyske Bank,1.7,0.1,45.6,2.5,Denmark,Europe,56.26392,9.501785
1738,NÃ¼rnberger,4.7,0.1,28.9,0.9,Germany,Europe,51.165691,10.451526
1739,Foot Locker,6.2,0.4,3.4,4.9,USA,North America,37.09024,-95.712891
1740,CNO Financial Group,4.3,0.2,34.1,2.6,USA,North America,37.09024,-95.712891
1741,Tim Hortons,3.1,0.4,2.3,7.9,Canada,North America,56.130366,-106.346771
1742,Doosan Heavy Industries,8.6,0,12.6,3.5,South Korea,Asia,35.907757,127.766922
1743,Cattolica Assicurazioni,5.2,0.1,23.2,1,Italy,Europe,41.87194,12.56738
1744,Tronox,1.8,1.1,5.5,2.4,USA,North America,37.09024,-95.712891
1745,Great Wall Technology,15.2,0,8.5,0.2,China,Asia,35.86166,104.195397
1746,Kagoshima Bank,0.9,0.1,43.3,1.4,Japan,Asia,36.204824,138.252924
1747,Meiji Holdings,13.4,0.1,9.1,3.3,Japan,Asia,36.204824,138.252924
1748,Terumo,4.7,0.3,8.3,8.3,Japan,Asia,36.204824,138.252924
1749,Indian Overseas Bank,3.9,0.2,43.1,1,India,Asia,20.593684,78.96288
1749,SL Green Realty,1.4,0.2,14.4,7.8,USA,North America,37.09024,-95.712891
1751,Bank of Queensland,2.8,0,43,3.1,Australia,Oceania,-25.274398,133.775136
1751,Renesas Electronics,10.7,-0.8,10.4,1.1,Japan,Asia,36.204824,138.252924
1751,Invesco Mortgage Capital,0.6,0.3,18.9,2.9,USA,North America,37.09024,-95.712891
1754,Banca Popolare di Sondrio,2,0,42.7,1.8,Italy,Europe,41.87194,12.56738
1754,OfficeMax,6.9,0.4,3.8,1,USA,North America,37.09024,-95.712891
1756,Suruga Bank,1.2,0.2,42.2,3.8,Japan,Asia,36.204824,138.252924
1758,Taiwan Business Bank,0.9,0.1,41.8,1.6,Taiwan,Asia,23.69781,120.960515
1759,IKB Deutsche,2.6,-0.7,41.8,0.4,Germany,Europe,51.165691,10.451526
1759,OGE Energy,3.7,0.4,9.9,6.7,USA,North America,37.09024,-95.712891
1761,CorpBanca,2,0.2,28.3,4.7,Chile,South America,-35.675147,-71.542969
1761,PhosAgro,3.1,0.6,3.4,5.5,Russia,Europe,61.52401,105.318756
1761,Green Mountain Coffee,4,0.4,3.5,8.1,USA,North America,37.09024,-95.712891
1764,China Agri-Industries,11.8,0.2,9.6,2.9,Hong Kong,Asia,22.396428,114.109497
1764,Vietin Bank,2.6,0.3,24.2,2.4,Vietnam,Asia,14.058324,108.277199
1766,People's United Financial,1.3,0.2,30.3,40.6,USA,North America,37.09024,-95.712891
1767,Popular,2.2,0.2,36.5,2.9,USA,North America,37.09024,-95.712891
1768,Gannett,5.4,0.4,6.4,5,USA,North America,37.09024,-95.712891
1768,AOL,2.2,1,2.8,2.6,USA,North America,37.09024,-95.712891
1770,Hokkoku Bank,0.8,0.1,41.3,1.3,Japan,Asia,36.204824,138.252924
1771,Quanta Services,5.9,0.3,5.1,6.3,USA,North America,37.09024,-95.712891
1771,CC Media Holdings,6.2,-0.4,16.3,0.2,USA,North America,37.09024,-95.712891
1773,Luzhou Laojiao,1.3,0.5,1.9,6.6,China,Asia,35.86166,104.195397
1773,Kimberly-Clark de Mexico,2.3,0.3,2.2,9.6,Mexico,North America,23.634501,-102.552784
1775,DLF,1.9,0.2,12.4,8.6,India,Asia,20.593684,78.96288
1775,Credito Emiliano,1.9,0.2,40.5,1.7,Italy,Europe,41.87194,12.56738
1777,Konica Minolta,9.3,0.2,10.5,4.2,Japan,Asia,36.204824,138.252924
1778,Whitbread,2.8,0.4,4.7,7,UK,Europe,55.378051,-3.435973
1779,AMEC,6.8,0.4,4,4.8,UK,Europe,55.378051,-3.435973
1780,Taiheiyo Cement,8.8,0.1,11.7,2.9,Japan,Asia,36.204824,138.252924
1782,Hugo Boss,3,0.4,2.1,7.7,Germany,Europe,51.165691,10.451526
1782,Credito Valtellinese,1.4,-0.4,39.5,0.6,Italy,Europe,41.87194,12.56738
1784,Credit Saison,4.3,0.1,25.3,4.6,Japan,Asia,36.204824,138.252924
1784,Ayala,2.5,0.3,11.9,8.2,Philippines,Asia,12.879721,121.774017
1786,CJ Cheiljedang,8.8,0.2,11.6,4,South Korea,Asia,35.907757,127.766922
1786,Emirates Integrated Telecom,2.7,0.5,3.8,5.8,United Arab Emirates,Asia,23.424076,53.847818
1788,Nagoya Railroad,7.3,0.1,13.6,2.8,Japan,Asia,36.204824,138.252924
1788,Anadolu Efes,3.6,0.3,6.5,9,Turkey,Europe,38.963745,35.243322
1790,ProSiebenSat1 Media,3,0.4,7.1,7.9,Germany,Europe,51.165691,10.451526
1790,Bank of Iwate,0.5,0.1,38.6,0.8,Japan,Asia,36.204824,138.252924
1792,Bank of Nagoya,0.8,0,38.5,0.9,Japan,Asia,36.204824,138.252924
1793,Saudi Hollandi Bank,0.7,0.3,18.3,3,Saudi Arabia,Asia,23.885942,45.079162
1794,Saras,15.7,-0.1,5.2,1.1,Italy,Europe,41.87194,12.56738
1795,E.Sun Financial,0.9,0.1,38.2,2.9,Taiwan,Asia,23.69781,120.960515
1796,Church & Dwight,2.9,0.3,4.1,8.5,USA,North America,37.09024,-95.712891
1797,Harbinger Group,4.5,0.1,26.9,1.2,USA,North America,37.09024,-95.712891
1799,Shiseido,8.2,0.2,8.5,5.7,Japan,Asia,36.204824,138.252924
1799,J Front Retailing,11.6,0.2,9.4,3.8,Japan,Asia,36.204824,138.252924
1801,Hanjin Shipping,10,-0.6,10.3,1.3,South Korea,Asia,35.907757,127.766922
1802,Air Canada,12.2,0.1,9.1,0.7,Canada,North America,56.130366,-106.346771
1802,Zodiac Aerospace,4.3,0.4,5.1,6.4,France,Europe,46.227638,2.213749
1804,Eurazeo,5.7,-0.3,17.7,3.6,France,Europe,46.227638,2.213749
1806,First Niagara Financial,1.5,0.2,36.8,3,USA,North America,37.09024,-95.712891
1807,Takashimaya,10.6,0.1,9.8,3,Japan,Asia,36.204824,138.252924
1808,Level 3 Communications,6.4,-0.4,13.3,4.6,USA,North America,37.09024,-95.712891
1809,Hokuriku Electric Power,6,-0.1,16.4,2.4,Japan,Asia,36.204824,138.252924
1810,LG Uplus,10.2,-0.1,9.9,3.5,South Korea,Asia,35.907757,127.766922
1811,Lojas Americanas,5.5,0.2,5.3,8.9,Brazil,South America,-14.235004,-51.92528
1812,Vesuvius,2.5,0.9,3,1.7,UK,Europe,55.378051,-3.435973
1813,Furukawa Electric,11.1,-0.1,9.5,1.6,Japan,Asia,36.204824,138.252924
1813,Sage Group,2.2,0.5,4,6.1,UK,Europe,55.378051,-3.435973
1815,Mohawk Industries,5.8,0.3,6.3,7.9,USA,North America,37.09024,-95.712891
1816,Fuyo General Lease,5.1,0.2,20.3,1.2,Japan,Asia,36.204824,138.252924
1816,Toyo Seikan Kaisha,8.5,0,11.5,2.9,Japan,Asia,36.204824,138.252924
1818,UCO Bank,3.1,0.2,35.4,0.7,India,Asia,20.593684,78.96288
1819,Incitec Pivot,3.6,0.5,7.3,5.7,Australia,Oceania,-25.274398,133.775136
1820,Telecom of New Zealand,3.5,0.9,2.9,3.4,New Zealand,Oceania,-40.900557,174.885971
1821,China Aviation Oil,14.8,0.1,1.6,0.6,Singapore,Asia,1.352083,103.819836
1822,Acer,14.8,-0.1,7.8,2.5,Taiwan,Asia,23.69781,120.960515
1823,DRB-Hicom,2.2,0.4,12.9,1.5,Malaysia,Asia,4.210484,101.975766
1823,American Equity Investment,1.6,0.1,35.1,0.9,USA,North America,37.09024,-95.712891
1825,Yamanashi Chuo Bank,0.6,0.1,35.1,0.8,Japan,Asia,36.204824,138.252924
1826,Grupa Lotos,10.2,0.3,6.5,1.8,Poland,Europe,51.919438,19.145136
1827,Oriental Bank of Commerce,3.4,0.2,35,1.5,India,Asia,20.593684,78.96288
1828,Calloway Real Estate,0.5,0.9,6.5,3.8,Canada,North America,56.130366,-106.346771
1829,DGB Financial Group,1.7,0.2,32.2,2,South Korea,Asia,35.907757,127.766922
1830,Getinge,3.7,0.4,6.5,7.3,Sweden,Europe,60.128161,18.643501
1831,Kimco Realty,0.9,0.3,9.7,9,USA,North America,37.09024,-95.712891
1832,Chicago Bridge & Iron,5.6,0.3,4.3,6.1,The Netherlands,Europe,52.132633,5.291266
1833,CFS Retail Property,0.8,0.4,8.6,6,Australia,Oceania,-25.274398,133.775136
1833,Hainan Airlines,4.4,0.3,14.9,4.5,China,Asia,35.86166,104.195397
1833,China Hongqiao Group,3.9,0.9,7.1,3,China,Asia,35.86166,104.195397
1833,Total Access Communication,2.9,0.4,3.3,7.7,Thailand,Asia,15.870032,100.992541
1837,Imerys,5.1,0.4,6.3,5.2,France,Europe,46.227638,2.213749
1838,Navistar International,12.5,-3,8.5,2.9,USA,North America,37.09024,-95.712891
1839,Laurentian Bank,1.5,0.1,34.3,1.2,Canada,North America,56.130366,-106.346771
1840,H&R Real Estate,0.8,0.5,10.2,4.5,Canada,North America,56.130366,-106.346771
1840,LS Corp,10.6,0.2,9.5,2.6,South Korea,Asia,35.907757,127.766922
1842,MISC,3.1,0.2,12.2,7.4,Malaysia,Asia,4.210484,101.975766
1843,DCC,14.3,0.1,5,2.8,Ireland,Europe,53.41291,-8.24389
1843,Awa Bank,0.8,0,34.1,1.4,Japan,Asia,36.204824,138.252924
1843,Ternium,8.6,0.1,10.9,4,Luxembourg,Europe,49.815273,6.129583
1843,Inchcape,9.6,0.3,5.5,3.6,UK,Europe,55.378051,-3.435973
1847,Zhongjin Gold,5.3,0.3,3,6.9,China,Asia,35.86166,104.195397
1847,Oita Bank,0.7,0.1,33.7,0.6,Japan,Asia,36.204824,138.252924
1847,Alpha Natural Resources,7,-2.4,13.1,1.9,USA,North America,37.09024,-95.712891
1847,Toll Brothers,2,0.5,6.1,5.8,USA,North America,37.09024,-95.712891
1851,Aichi Bank,0.6,0,33.5,0.6,Japan,Asia,36.204824,138.252924
1852,East West Bancorp,1.1,0.3,22.5,3.5,USA,North America,37.09024,-95.712891
1853,Thanachart Capital,2.4,0.2,33.5,2,Thailand,Asia,15.870032,100.992541
1854,Far EasTone Telecom,3,0.4,3.4,7.6,Taiwan,Asia,23.69781,120.960515
1854,Willis Group Holdings,3.5,-0.4,15.1,6.6,UK,Europe,55.378051,-3.435973
1856,Calsonic Kansei,9.4,0.3,4.1,1.2,Japan,Asia,36.204824,138.252924
1857,Interactive Brokers Group,1.2,0,33.2,0.7,USA,North America,37.09024,-95.712891
1858,Jaccs,1.3,0.1,33.1,0.9,Japan,Asia,36.204824,138.252924
1858,Kuala Lumpur Kepong,3.3,0.4,3.7,6.9,Malaysia,Asia,4.210484,101.975766
1858,Almarai,2.6,0.4,5.2,7.1,Saudi Arabia,Asia,23.885942,45.079162
1858,Energizer Holdings,4.6,0.4,6.7,5.8,USA,North America,37.09024,-95.712891
1862,Swedish Match,1.8,0.4,2.2,6.3,Sweden,Europe,60.128161,18.643501
1863,Mirvac Group,1.6,0.4,8.3,6.1,Australia,Oceania,-25.274398,133.775136
1864,Shanxi Lu'an Environmental,3.1,0.4,6.4,6.7,China,Asia,35.86166,104.195397
1865,Doha Bank,0.8,0.4,15.2,2.8,Qatar,Asia,25.354826,51.183884
1866,Transurban Group,1.2,0.1,10.1,9.5,Australia,Oceania,-25.274398,133.775136
1866,Qinghai Salt Lake,15.2,0.4,4.7,6.8,China,Asia,35.86166,104.195397
1866,Inventec,13.9,0.1,6.9,1.3,Taiwan,Asia,23.69781,120.960515
1869,Cabot Oil & Gas,1.2,0.1,4.6,14.1,USA,North America,37.09024,-95.712891
1870,Monster Beverage,2.1,0.3,1,8,USA,North America,37.09024,-95.712891
1871,Banque Centrale Populaire,1.9,0.2,32,3.9,Morocco,Africa,31.791702,-7.09262
1872,Gemalto,2.9,0.3,3.6,8.1,The Netherlands,Europe,52.132633,5.291266
1873,Iliad,4.2,0.2,6.3,11,France,Europe,46.227638,2.213749
1874,Tomony Holdings,0.7,0.1,31.7,0.7,Japan,Asia,36.204824,138.252924
1875,BayWa,13.5,0.1,5.9,1.7,Germany,Europe,51.165691,10.451526
1875,Teijin,10.3,0.1,9.2,2.3,Japan,Asia,36.204824,138.252924
1875,Shikoku Bank,0.5,0,31.6,0.7,Japan,Asia,36.204824,138.252924
1878,Andhra Bank,2.5,0.3,24.7,1,India,Asia,20.593684,78.96288
1878,Akita Bank,0.6,0,31.6,0.5,Japan,Asia,36.204824,138.252924
1880,DVB Bank,1.5,0.2,31.4,1.5,Germany,Europe,51.165691,10.451526
1881,Prysmian,10.1,0.2,7.9,4.9,Italy,Europe,41.87194,12.56738
1881,GS Engineering,8.3,0.1,10.8,2.3,South Korea,Asia,35.907757,127.766922
1883,Nokian Tyres,2.1,0.4,2.7,6.1,Finland,Europe,61.92411,25.748151
1883,Tokyo Tomin Bank,0.6,0,31.4,0.4,Japan,Asia,36.204824,138.252924
1885,Showa Denko,8.5,0.1,10.5,2.2,Japan,Asia,36.204824,138.252924
1885,Tenet Healthcare,9.1,0.1,9,4.6,USA,North America,37.09024,-95.712891
1887,Sealed Air,7.6,-1.1,10,4.7,USA,North America,37.09024,-95.712891
1888,Toho Holdings,13.4,0.1,6.5,1.5,Japan,Asia,36.204824,138.252924
1889,CapitaMall Trust,0.5,0.4,8.1,5.8,Singapore,Asia,1.352083,103.819836
1890,Southwestern Energy,2.7,-0.7,6.7,13.5,USA,North America,37.09024,-95.712891
1890,H&R Block,2.7,0.4,3.9,7.5,USA,North America,37.09024,-95.712891
1892,Dixons Retail,13.3,-0.3,4.7,1.9,UK,Europe,55.378051,-3.435973
1892,Edwards Lifescience,1.9,0.3,2.2,9.4,USA,North America,37.09024,-95.712891
1894,Seiko Epson,10.6,0.1,9,1.9,Japan,Asia,36.204824,138.252924
1896,Hillshire Brands,4.1,0.7,2.5,4.2,USA,North America,37.09024,-95.712891
1897,Tochigi Bank,0.6,0,30.4,0.4,Japan,Asia,36.204824,138.252924
1897,Smithfield Foods,13.1,0.2,7.6,3.7,USA,North America,37.09024,-95.712891
1899,Penske Automotive,13.2,0.2,5.4,3,USA,North America,37.09024,-95.712891
1901,Yokohama Rubber,6.5,0.4,6.2,3.3,Japan,Asia,36.204824,138.252924
1902,Dragon Oil,1.2,0.6,3.8,4.8,United Arab Emirates,Asia,23.424076,53.847818
1903,Nippon Steel Trading,13.1,0.1,4,0.4,Japan,Asia,36.204824,138.252924
1903,Eighteenth Bank,0.6,0,29.9,0.5,Japan,Asia,36.204824,138.252924
1903,Range Resources,1.5,0,6.7,13.4,USA,North America,37.09024,-95.712891
1906,Inner Mongolia Baotou Steel,6.8,0.1,7.9,6.4,China,Asia,35.86166,104.195397
1907,Aomori Bank,0.5,0,29.8,0.7,Japan,Asia,36.204824,138.252924
1908,Porto Seguro,6.1,0.3,8.8,4.4,Brazil,South America,-14.235004,-51.92528
1908,Chipotle Mexican Grill,2.7,0.3,1.7,10,USA,North America,37.09024,-95.712891
1911,NCC Group,8.8,0.3,5.9,2.9,Sweden,Europe,60.128161,18.643501
1911,Symetra Financial,2.1,0.2,29.5,1.7,USA,North America,37.09024,-95.712891
1911,CareFusion,3.6,0.3,8.4,7.6,USA,North America,37.09024,-95.712891
1914,WEG,3,0.3,4.3,8.1,Brazil,South America,-14.235004,-51.92528
1914,TransDigm Group,1.8,0.3,5.6,7.9,USA,North America,37.09024,-95.712891
1916,Shanghai Material Trading,12.8,0,1.5,0.3,China,Asia,35.86166,104.195397
1917,Commerce Bancshares,1.1,0.3,22.2,3.6,USA,North America,37.09024,-95.712891
1918,Metcash,12.8,0.1,4.1,3.9,Australia,Oceania,-25.274398,133.775136
1919,Kesko,12.8,0.2,5.8,3.2,Finland,Europe,61.92411,25.748151
1920,Motor Oil,12.8,0.1,3.4,1.2,Greece,Europe,39.074208,21.824312
1921,Fraport,3.1,0.3,12.7,5.2,Germany,Europe,51.165691,10.451526
1923,Frontier Communications,5,0.1,17.7,4.1,USA,North America,37.09024,-95.712891
1924,City National,1.2,0.2,28.6,3.2,USA,North America,37.09024,-95.712891
1925,Italmobiliare,6.1,-0.3,13.8,0.7,Italy,Europe,41.87194,12.56738
1926,Fidea Holdings,0.6,0.1,28.3,0.4,Japan,Asia,36.204824,138.252924
1927,Dick's Sporting Goods,5.8,0.3,2.9,5.8,USA,North America,37.09024,-95.712891
1929,FIBI Holdings,1.4,0.2,28.2,0.5,Israel,Asia,31.046051,34.851612
1930,Hokuetsu Bank,0.6,0.1,28.1,0.6,Japan,Asia,36.204824,138.252924
1932,K's Holdings,8.8,0.3,4,1.5,Japan,Asia,36.204824,138.252924
1932,Alliant Energy,3.1,0.3,10.8,5.4,USA,North America,37.09024,-95.712891
1934,Sacyr Vallerhermoso,4.6,-1.3,19.7,0.9,Spain,Europe,40.463667,-3.74922
1935,Chiba Kogyo Bank,0.5,0.1,27.8,0.5,Japan,Asia,36.204824,138.252924
1936,Ehime Bank,0.5,0,27.7,0.4,Japan,Asia,36.204824,138.252924
1937,Lulemon Athletica,1.4,0.3,1.1,10,Canada,North America,56.130366,-106.346771
1937,Nippon Meat Packers,12.3,0.1,7,3.3,Japan,Asia,36.204824,138.252924
1940,Westlake Chemical,3.6,0.4,3.4,6.5,USA,North America,37.09024,-95.712891
1941,Severn Trent,2.8,0.3,12.3,5.9,UK,Europe,55.378051,-3.435973
1942,Hyundai Wia,6.2,0.4,4.3,4,South Korea,Asia,35.907757,127.766922
1942,Aberdeen Asset Management,1.4,0.3,6.5,7.5,UK,Europe,55.378051,-3.435973
1944,Tongling Nonferrous Metals,12.2,0.1,5.9,3.9,China,Asia,35.86166,104.195397
1944,SpareBank 1 SR-Bank,1.2,0.2,25.4,2.4,Norway,Europe,60.472024,8.468946
1947,Catlin Group,3.8,0.3,14,2.8,Bermuda,North America,32.321384,-64.75737
1948,Hikvision,0.8,0.2,1.3,12.3,China,Asia,35.86166,104.195397
1948,Assore,1.6,0.5,2.1,5.2,South Africa,Africa,-30.559482,22.937506
1948,Whiting Petroleum,2.2,0.4,7.3,6.1,USA,North America,37.09024,-95.712891
1948,Expedia,4,0.3,7.1,9,USA,North America,37.09024,-95.712891
1952,Finning International,6.7,0.3,5.1,4.3,Canada,North America,56.130366,-106.346771
1953,MeadWestvaco,5.5,0.2,8.9,6.6,USA,North America,37.09024,-95.712891
1954,Kanematsu,12.2,0.1,4.7,0.6,Japan,Asia,36.204824,138.252924
1956,Fukui Bank,0.5,0.1,27.1,0.5,Japan,Asia,36.204824,138.252924
1957,Ambac Financial Group,0.7,-0.3,27,0,USA,North America,37.09024,-95.712891
1958,Sydbank,1.1,0.1,27,1.6,Denmark,Europe,56.26392,9.501785
1959,TPV Technology,12,0.1,6.9,0.8,Hong Kong,Asia,22.396428,114.109497
1959,James Hardie Industries,1.2,0.6,1.9,4.7,Ireland,Europe,53.41291,-8.24389
1961,Telekom Malaysia,3.2,0.4,7.3,6.1,Malaysia,Asia,4.210484,101.975766
1962,Vestas Wind Systems,9.5,-1.3,9,1.6,Denmark,Europe,56.26392,9.501785
1962,Erie Indemnity,5.4,0.2,15.4,4,USA,North America,37.09024,-95.712891
1964,Yamagata Bank,0.5,0,26.6,0.8,Japan,Asia,36.204824,138.252924
1965,Nelnet,1,0.2,26.6,1.6,USA,North America,37.09024,-95.712891
1966,Commercial International Bank,1.5,0.3,14.8,2.8,Egypt,Africa,26.820553,30.802498
1967,Tsukuba Bank,0.5,0,26.5,0.4,Japan,Asia,36.204824,138.252924
1967,Hakuhodo DY Holdings,11.8,0.1,6.2,3,Japan,Asia,36.204824,138.252924
1969,EQT,1.6,0.2,8.8,10,USA,North America,37.09024,-95.712891
1969,Dillard's,6.8,0.3,4,3.8,USA,North America,37.09024,-95.712891
1971,Yachiyo Bank,0.5,0.1,26.5,0.5,Japan,Asia,36.204824,138.252924
1972,BIM Birlelik Magazalar,5.5,0.2,1.2,7.5,Turkey,Europe,38.963745,35.243322
1973,Boardwalk Real Estate,0.4,0.7,5.7,3.2,Canada,North America,56.130366,-106.346771
1974,Aeroflot-Russian Airlines,4.9,0.5,5.2,1.9,Russia,Europe,61.52401,105.318756
1975,Omron,7.5,0.2,6.1,5.5,Japan,Asia,36.204824,138.252924
1975,Fuji Electric,8.5,0.1,9.6,2.1,Japan,Asia,36.204824,138.252924
1977,Toyota Boshoku,11.6,0,7.1,2.6,Japan,Asia,36.204824,138.252924
1977,Ford Otosan,5.5,0.4,2.6,4.5,Turkey,Europe,38.963745,35.243322
1980,Miyazaki Bank,0.5,0.1,25.7,0.5,Japan,Asia,36.204824,138.252924
